DATE,VALUE
1905-03-01,15.5
1905-04-01,15.5
1905-05-01,15.5
1905-06-01,15.5
1905-07-01,15.5
1905-08-01,15.5
1905-09-01,15.5
1905-10-01,15.5
1905-11-01,17.0
1905-12-01,17.0
1906-01-01,17.0
1906-02-01,17.0
1906-03-01,17.0
1906-04-01,19.75
1906-05-01,20.25
1906-06-01,20.5
1906-07-01,21.0
1906-08-01,21.0
1906-09-01,21.0
1906-10-01,21.0
1906-11-01,21.0
1906-12-01,21.0
1907-01-01,21.0
1907-02-01,21.0
1907-03-01,21.0
1907-04-01,21.0
1907-05-01,21.0
1907-06-01,21.0
1907-07-01,21.0
1907-08-01,21.0
1907-09-01,21.0
1907-10-01,21.0
1907-11-01,19.5
1907-12-01,19.5
1908-01-01,19.5
1908-02-01,19.5
1908-03-01,19.5
1908-04-01,19.5
1908-05-01,19.5
1908-06-01,19.5
1908-07-01,19.5
1908-08-01,19.5
1908-09-01,19.5
1908-10-01,19.5
1908-11-01,19.5
1908-12-01,19.5
1909-01-01,19.5
1909-02-01,19.5
1909-03-01,19.5
1909-04-01,19.5
1909-05-01,19.5
1909-06-01,19.5
1909-07-01,19.5
1909-08-01,18.5
1909-09-01,18.5
1909-10-01,18.5
1909-11-01,18.5
1909-12-01,18.0
1910-01-01,18.0
1910-02-01,18.0
1910-03-01,18.0
1910-04-01,17.5
1910-05-01,17.5
1910-06-01,17.4
1910-07-01,17.0
1910-08-01,17.25
1910-09-01,17.25
1910-10-01,17.25
1910-11-01,17.25
1910-12-01,17.25
1911-01-01,17.25
1911-02-01,17.25
1911-03-01,17.0
1911-04-01,16.75
1911-05-01,17.25
1911-06-01,17.25
1911-07-01,17.25
1911-08-01,17.25
1911-09-01,17.25
1911-10-01,17.12
1911-11-01,17.25
1911-12-01,17.25
1912-01-01,17.5
1912-02-01,18.62
1912-03-01,18.75
1912-04-01,18.75
1912-05-01,19.12
1912-06-01,19.5
1912-07-01,19.83
1912-08-01,20.75
1912-09-01,20.75
1912-10-01,20.75
1912-11-01,20.75
1912-12-01,21.95
1913-01-01,22.75
1913-02-01,21.75
1913-03-01,21.75
1913-04-01,21.12
1913-05-01,20.5
1913-06-01,20.5
1913-07-01,20.5
1913-08-01,20.5
1913-09-01,20.5
1913-10-01,20.5
1913-11-01,20.5
1913-12-01,20.5
1914-01-01,20.5
1914-02-01,20.5
1914-03-01,20.5
1914-04-01,20.5
1914-05-01,20.5
1914-06-01,20.5
1914-07-01,19.5
1914-08-01,17.5
1914-09-01,20.0
1914-10-01,25.0
1914-11-01,28.0
1914-12-01,30.0
1915-01-01,34.0
1915-02-01,36.0
1915-03-01,38.0
1915-04-01,39.0
1915-05-01,40.0
1915-06-01,40.0
1915-07-01,42.0
1915-08-01,45.0
1915-09-01,50.0
1915-10-01,50.0
1915-11-01,55.0
1915-12-01,58.0
1916-01-01,65.0
1916-02-01,65.0
1916-03-01,75.0
1916-04-01,75.0
1916-05-01,75.0
1916-06-01,75.0
1916-07-01,75.0
1916-08-01,75.0
1916-09-01,75.0
1916-10-01,75.0
1916-11-01,75.0
1916-12-01,75.0
1917-01-01,80.0
1917-02-01,80.0
1917-03-01,80.0
1917-04-01,85.0
1917-05-01,85.0
1917-06-01,90.0
1917-07-01,90.0
1917-08-01,90.0
1917-09-01,90.0
1917-10-01,90.0
1917-11-01,90.0
1917-12-01,85.0
1918-01-01,85.0
1918-02-01,85.0
1918-03-01,85.0
1918-04-01,85.0
1918-05-01,85.0
1918-06-01,85.0
1918-07-01,85.0
1918-08-01,85.0
1918-09-01,85.0
1918-10-01,85.0
1918-11-01,91.0
1918-12-01,91.0
1919-01-01,78.0
1919-02-01,78.0
1919-03-01,78.0
1919-04-01,78.0
1919-05-01,78.0
1919-06-01,78.0
1919-07-01,78.0
1919-08-01,78.0
1919-09-01,78.0
1919-10-01,78.0
1919-11-01,88.0
1919-12-01,95.0
1920-01-01,105.0
1920-02-01,120.0
1920-03-01,130.0
1920-04-01,135.0
1920-05-01,145.0
1920-06-01,145.0
1920-07-01,145.0
1920-08-01,145.0
1920-09-01,140.0
1920-10-01,120.0
1920-11-01,12.0
1920-12-01,100.0
1921-01-01,90.0
1921-02-01,75.0
1921-03-01,75.0
1921-04-01,75.0
1921-05-01,65.0
1921-06-01,65.0
1921-07-01,60.0
1921-08-01,55.0
1921-09-01,55.0
1921-10-01,58.0
1921-11-01,58.0
1921-12-01,60.0
1922-01-01,60.0
1922-02-01,60.0
1922-03-01,60.0
1922-04-01,60.0
1922-05-01,60.0
1922-06-01,60.0
1922-07-01,60.0
1922-08-01,60.0
1922-09-01,60.5
1922-10-01,60.5
1922-11-01,60.5
1922-12-01,62.5
1923-01-01,68.0
1923-02-01,76.0
1923-03-01,96.0
1923-04-01,89.0
1923-05-01,86.0
1923-06-01,77.0
1923-07-01,77.0
1923-08-01,79.0
1923-09-01,82.0
1923-10-01,79.0
1923-11-01,79.0
1923-12-01,79.0
1924-01-01,77.0
1924-02-01,82.0
1924-03-01,82.0
1924-04-01,82.0
1924-05-01,79.0
1924-06-01,79.0
1924-07-01,79.0
1924-08-01,79.0
1924-09-01,73.0
1924-10-01,68.0
1924-11-01,68.0
1924-12-01,68.0
1925-01-01,68.0
1925-02-01,71.0
1925-03-01,76.0
1925-04-01,76.0
1925-05-01,76.0
1925-06-01,76.0
1925-07-01,76.0
1925-08-01,76.0
1925-09-01,76.0
1925-10-01,76.0
1925-11-01,79.0
1925-12-01,86.0
1926-01-01,89.0
1926-02-01,89.0
1926-03-01,92.0
1926-04-01,95.0
1926-05-01,99.0
1926-06-01,104.0
1926-07-01,119.0
1926-08-01,119.0
1926-09-01,119.0
1926-10-01,119.0
1926-11-01,114.0
1926-12-01,105.0
1927-01-01,95.0
1927-02-01,87.0
1927-03-01,87.0
1927-04-01,87.0
1927-05-01,82.0
1927-06-01,82.0
1927-07-01,82.0
1927-08-01,79.0
1927-09-01,75.0
1927-10-01,75.0
1927-11-01,75.0
1927-12-01,75.0
1928-01-01,80.0
1928-02-01,85.0
1928-03-01,90.0
1928-04-01,90.0
1928-05-01,90.0
1928-06-01,92.0
1928-07-01,92.0
1928-08-01,92.0
1928-09-01,97.0
1928-10-01,97.0
1928-11-01,97.0
1928-12-01,97.0
1929-01-01,97.0
1929-02-01,97.0
1929-03-01,97.0
1929-04-01,99.0
1929-05-01,99.0
1929-06-01,99.0
1929-07-01,99.0
1929-08-01,99.0
1929-09-01,99.0
1929-10-01,99.0
1929-11-01,99.0
1929-12-01,99.0
1930-01-01,99.0
1930-02-01,99.0
1930-03-01,95.0
1930-04-01,95.0
1930-05-01,95.0
1930-06-01,95.0
1930-07-01,95.0
1930-08-01,92.0
1930-09-01,92.0
1930-10-01,87.0
1930-11-01,85.0
1930-12-01,79.0
1931-01-01,79.0
1931-02-01,75.0
1931-03-01,75.0
1931-04-01,75.0
1931-05-01,70.0
1931-06-01,70.0
1931-07-01,76.0
1931-08-01,76.0
1931-09-01,76.0
1931-10-01,76.0
1931-11-01,76.0
1931-12-01,76.0
1932-01-01,76.0
1932-02-01,76.0
1932-03-01,76.0
1932-04-01,78.0
1932-05-01,78.0
1932-06-01,78.0
1932-07-01,78.0
1932-08-01,78.0
1932-09-01,78.0
1932-10-01,78.0
1932-11-01,78.0
1932-12-01,78.0
1933-01-01,78.0
1933-02-01,78.0
1933-03-01,78.0
1933-04-01,78.0
1933-05-01,81.0
1933-06-01,81.0
1933-07-01,81.0
1933-08-01,81.0
1933-09-01,81.0
1933-10-01,81.0
1933-11-01,81.0
1933-12-01,81.0
1934-01-01,81.0
1934-02-01,81.0
1934-03-01,81.0
1934-04-01,81.0
1934-05-01,81.0
1934-06-01,81.0
1934-07-01,81.0
1934-08-01,81.0
1934-09-01,79.0
1934-10-01,77.0
1934-11-01,77.0
1934-12-01,77.0
1935-01-01,74.5
1935-02-01,74.5
1935-03-01,71.0
1935-04-01,71.0
1935-05-01,71.0
1935-06-01,71.0
1935-07-01,71.0
1935-08-01,74.0
1935-09-01,74.0
1935-10-01,74.0
1935-11-01,74.0
1935-12-01,74.0
1936-01-01,74.0
1936-02-01,74.0
1936-03-01,74.0
1936-04-01,74.0
1936-05-01,74.0
1936-06-01,79.0
1936-07-01,88.0
1936-08-01,88.0
1936-09-01,88.0
