DATE,VALUE
1897-09-01 00:00:00,0.85
1897-10-01 00:00:00,0.85
1897-11-01 00:00:00,0.85
1897-12-01 00:00:00,0.85
1898-01-01 00:00:00,1.0
1898-02-01 00:00:00,1.0
1898-03-01 00:00:00,1.0
1898-04-01 00:00:00,1.0
1898-05-01 00:00:00,1.2
1898-06-01 00:00:00,1.2
1898-07-01 00:00:00,1.2
1898-08-01 00:00:00,1.2
1898-09-01 00:00:00,1.2
1898-10-01 00:00:00,1.2
1898-11-01 00:00:00,1.2
1898-12-01 00:00:00,1.2
1899-01-01 00:00:00,1.2
1899-02-01 00:00:00,1.2
1899-03-01 00:00:00,1.2
1899-04-01 00:00:00,1.2
1899-05-01 00:00:00,1.2
1899-06-01 00:00:00,1.2
1899-07-01 00:00:00,1.2
1899-08-01 00:00:00,1.2
1899-09-01 00:00:00,1.2
1899-10-01 00:00:00,1.2
1899-11-01 00:00:00,1.2
1899-12-01 00:00:00,1.2
1900-01-01,1.2
1900-02-01,1.2
1900-03-01,1.2
1900-04-01,1.2
1900-05-01,1.2
1900-06-01,1.2
1900-07-01,1.2
1900-08-01,1.2
1900-09-01,1.2
1900-10-01,1.2
1900-11-01,1.2
1900-12-01,1.2
1901-01-01,1.2
1901-02-01,1.2
1901-03-01,1.2
1901-04-01,1.2
1901-05-01,1.2
1901-06-01,1.2
1901-07-01,1.2
1901-08-01,1.3
1901-09-01,1.3
1901-10-01,1.2
1901-11-01,1.4
1901-12-01,1.4
1902-01-01,1.4
1902-02-01,1.3
1902-03-01,1.3
1902-04-01,1.3
1902-05-01,1.3
1902-06-01,1.3
1902-07-01,1.3
1902-08-01,1.3
1902-09-01,1.3
1902-10-01,1.3
1902-11-01,1.3
1902-12-01,1.2
1903-01-01,1.2
1903-02-01,1.2
1903-03-01,1.2
1903-04-01,1.2
1903-05-01,1.3
1903-06-01,1.3
1903-07-01,1.3
1903-08-01,1.3
1903-09-01,1.3
1903-10-01,1.3
1903-11-01,1.3
1903-12-01,1.3
1904-01-01,1.3
1904-02-01,1.3
1904-03-01,1.3
1904-04-01,1.3
1904-05-01,1.3
1904-06-01,1.3
1904-07-01,1.3
1904-08-01,1.3
1904-09-01,1.3
1904-10-01,1.3
1904-11-01,1.2
1904-12-01,1.3
1905-01-01,1.3
1905-02-01,1.3
1905-03-01,1.3
1905-04-01,1.3
1905-05-01,1.3
1905-06-01,1.3
1905-07-01,1.1
1905-08-01,1.2
1905-09-01,1.2
1905-10-01,1.2
1905-11-01,1.2
1905-12-01,1.2
1906-01-01,1.0
1906-02-01,1.0
1906-03-01,1.0
1906-04-01,1.0
1906-05-01,1.0
1906-06-01,1.0
1906-07-01,1.0
1906-08-01,1.0
1906-09-01,1.0
1906-10-01,1.0
1906-11-01,1.0
1906-12-01,1.0
1907-01-01,1.0
1907-02-01,1.0
1907-03-01,1.0
1907-04-01,1.0
1907-05-01,1.0
1907-06-01,1.0
1907-07-01,1.0
1907-08-01,1.0
1907-09-01,1.0
1907-10-01,1.0
1907-11-01,1.0
1907-12-01,1.0
1908-01-01,1.0
1908-02-01,1.1
1908-03-01,1.1
1908-04-01,1.1
1908-05-01,0.9
1908-06-01,1.0
1908-07-01,1.0
1908-08-01,1.0
1908-09-01,1.0
1908-10-01,1.0
1908-11-01,1.0
1908-12-01,1.0
1909-01-01,1.0
1909-02-01,1.0
1909-03-01,1.0
1909-04-01,1.0
1909-05-01,1.0
1909-06-01,1.0
1909-07-01,1.0
1909-08-01,1.0
1909-09-01,1.0
1909-10-01,1.0
1909-11-01,1.0
1909-12-01,1.0
1910-01-01,1.0
1910-02-01,1.0
1910-03-01,1.0
1910-04-01,1.0
1910-05-01,1.0
1910-06-01,1.0
1910-07-01,1.0
1910-08-01,1.0
1910-09-01,1.0
1910-10-01,1.0
1910-11-01,1.0
1910-12-01,1.0
1911-01-01,1.0
1911-02-01,1.0
1911-03-01,1.0
1911-04-01,1.0
1911-05-01,1.0
1911-06-01,1.0
1911-07-01,1.0
1911-08-01,1.0
1911-09-01,1.0
1911-10-01,1.0
1911-11-01,1.0
1911-12-01,1.0
1912-01-01,1.0
1912-02-01,1.0
1912-03-01,1.0
1912-04-01,1.0
1912-05-01,1.0
1912-06-01,1.0
1912-07-01,1.0
1912-08-01,1.0
1912-09-01,1.0
1912-10-01,1.0
1912-11-01,1.0
1912-12-01,1.0
1913-01-01,1.0
1913-02-01,1.0
1913-03-01,1.0
1913-04-01,1.0
1913-05-01,1.0
1913-06-01,1.0
1913-07-01,1.0
1913-08-01,1.0
1913-09-01,1.0
1913-10-01,1.0
1913-11-01,1.0
1913-12-01,1.0
1914-01-01,1.0
1914-02-01,1.0
1914-03-01,1.0
1914-04-01,1.0
1914-05-01,1.0
1914-06-01,1.0
1914-07-01,1.0
1914-08-01,1.0
1914-09-01,1.0
1914-10-01,1.0
1914-11-01,1.0
1914-12-01,1.0
1915-01-01,1.0
1915-02-01,1.0
1915-03-01,1.0
1915-04-01,1.0
1915-05-01,1.0
1915-06-01,1.0
1915-07-01,1.25
1915-08-01,1.25
1915-09-01,1.75
1915-10-01,1.75
1915-11-01,1.75
1915-12-01,1.75
1916-01-01,2.0
1916-02-01,2.5
1916-03-01,2.5
1916-04-01,2.5
1916-05-01,2.5
1916-06-01,2.5
1916-07-01,2.0
1916-08-01,1.5
1916-09-01,1.5
1916-10-01,1.5
1916-11-01,1.5
1916-12-01,1.5
1917-01-01,1.5
1917-02-01,1.5
1917-03-01,1.75
1917-04-01,1.75
1917-05-01,1.75
1917-06-01,1.5
1917-07-01,1.5
1917-08-01,1.75
1917-09-01,1.75
1917-10-01,1.75
1917-11-01,1.75
1917-12-01,2.0
1918-01-01,2.0
1918-02-01,2.13
1918-03-01,2.25
1918-04-01,2.25
1918-05-01,2.0
1918-06-01,1.68
1918-07-01,1.4
1918-08-01,1.4
1918-09-01,1.4
1918-10-01,1.25
1918-11-01,1.25
1918-12-01,1.25
1919-01-01,1.25
1919-02-01,1.1
1919-03-01,0.93
1919-04-01,0.83
1919-05-01,0.8
1919-06-01,0.8
1919-07-01,0.8
1919-08-01,0.8
1919-09-01,0.98
1919-10-01,1.0
1919-11-01,1.1
1919-12-01,1.1
1920-01-01,1.1
1920-02-01,1.1
1920-03-01,1.18
1920-04-01,1.2
1920-05-01,1.2
1920-06-01,1.2
1920-07-01,1.14
1920-08-01,1.09
1920-09-01,1.1
1920-10-01,1.1
1920-11-01,1.08
1920-12-01,0.93
1921-01-01,0.92
1921-02-01,0.98
1921-03-01,1.0
1921-04-01,0.95
1921-05-01,0.9
1921-06-01,0.9
1921-07-01,0.9
1921-08-01,0.9
1921-09-01,0.9
1921-10-01,0.85
1921-11-01,0.85
1921-12-01,0.85
1922-01-01,0.8
1922-02-01,0.8
1922-03-01,0.8
1922-04-01,0.84
1922-05-01,0.8
1922-06-01,0.8
1922-07-01,0.71
1922-08-01,0.7
1922-09-01,0.74
1922-10-01,0.73
1922-11-01,0.7
1922-12-01,0.7
1923-01-01,0.7
1923-02-01,0.7
1923-03-01,0.7
1923-04-01,0.71
1923-05-01,0.75
1923-06-01,0.75
1923-07-01,0.75
1923-08-01,0.75
1923-09-01,0.75
1923-10-01,0.75
1923-11-01,0.75
1923-12-01,0.75
1924-01-01,0.75
1924-02-01,0.73
1924-03-01,0.7
1924-04-01,0.7
1924-05-01,0.7
1924-06-01,0.7
1924-07-01,0.7
1924-08-01,0.7
1924-09-01,0.7
1924-10-01,0.7
1924-11-01,0.7
1924-12-01,0.7
1925-01-01,0.7
1925-02-01,0.7
1925-03-01,0.7
1925-04-01,0.7
1925-05-01,0.7
1925-06-01,0.7
1925-07-01,0.7
1925-08-01,0.7
1925-09-01,0.7
1925-10-01,0.7
1925-11-01,0.7
1925-12-01,0.7
1926-01-01,0.7
1926-02-01,0.7
1926-03-01,0.7
1926-04-01,0.7
1926-05-01,0.73
1926-06-01,0.75
1926-07-01,0.75
1926-08-01,0.75
1926-09-01,0.75
1926-10-01,0.75
1926-11-01,0.75
1926-12-01,0.75
1927-01-01,0.75
1927-02-01,0.75
1927-03-01,0.75
1927-04-01,0.75
1927-05-01,0.75
1927-06-01,0.75
1927-07-01,0.75
1927-08-01,0.75
1927-09-01,0.75
1927-10-01,0.76
1927-11-01,0.77
1927-12-01,0.77
1928-01-01,0.77
1928-02-01,0.77
1928-03-01,0.77
1928-04-01,0.77
1928-05-01,0.77
1928-06-01,0.77
1928-07-01,0.77
1928-08-01,0.77
1928-09-01,0.77
1928-10-01,0.77
1928-11-01,0.77
1928-12-01,0.77
1929-01-01,0.77
1929-02-01,0.77
1929-03-01,0.77
1929-04-01,0.77
1929-05-01,0.77
1929-06-01,0.77
1929-07-01,0.77
1929-08-01,0.77
1929-09-01,0.77
1929-10-01,0.77
1929-11-01,0.77
1929-12-01,0.77
1930-01-01,0.77
1930-02-01,0.77
1930-03-01,0.77
1930-04-01,0.77
1930-05-01,0.77
1930-06-01,0.77
1930-07-01,0.77
1930-08-01,0.77
1930-09-01,0.77
1930-10-01,0.77
1930-11-01,0.77
1930-12-01,0.77
1931-01-01,0.77
1931-02-01,0.77
1931-03-01,0.77
1931-04-01,0.77
1931-05-01,0.77
1931-06-01,0.77
1931-07-01,0.77
1931-08-01,0.77
1931-09-01,0.77
1931-10-01,0.77
1931-11-01,0.77
1931-12-01,0.77
1932-01-01,0.77
1932-02-01,0.77
1932-03-01,0.77
1932-04-01,0.77
1932-05-01,0.77
1932-06-01,0.77
1932-07-01,0.77
1932-08-01,0.77
1932-09-01,0.77
1932-10-01,0.77
1932-11-01,0.77
1932-12-01,0.77
1933-01-01,0.77
1933-02-01,0.77
1933-03-01,0.77
1933-04-01,0.77
1933-05-01,0.77
1933-06-01,0.77
1933-07-01,0.77
1933-08-01,0.77
1933-09-01,0.77
1933-10-01,0.77
1933-11-01,0.77
1933-12-01,0.77
1934-01-01,0.77
1934-02-01,0.77
1934-03-01,0.77
1934-04-01,0.77
1934-05-01,0.77
1934-06-01,0.77
1934-07-01,0.77
1934-08-01,0.77
1934-09-01,0.77
1934-10-01,0.77
1934-11-01,0.77
1934-12-01,0.77
1935-01-01,0.77
1935-02-01,0.77
1935-03-01,0.77
1935-04-01,0.77
1935-05-01,0.77
1935-06-01,0.77
1935-07-01,0.77
1935-08-01,0.77
1935-09-01,0.77
1935-10-01,0.77
1935-11-01,0.77
1935-12-01,0.77
1936-01-01,0.77
1936-02-01,0.77
1936-03-01,0.77
1936-04-01,0.77
1936-05-01,0.77
1936-06-01,0.77
1936-07-01,0.77
1936-08-01,0.77
1936-09-01,0.77
1936-10-01,0.77
1936-11-01,0.77
1936-12-01,0.77
1937-01-01,0.77
1937-02-01,0.77
1937-03-01,0.77
1937-04-01,0.77
1937-05-01,0.77
1937-06-01,0.8
1937-07-01,0.82
1937-08-01,0.82
1937-09-01,0.82
1937-10-01,0.82
1937-11-01,0.82
1937-12-01,0.82
1938-01-01,0.82
1938-02-01,0.82
1938-03-01,0.82
1938-04-01,0.82
1938-05-01,0.82
1938-06-01,0.82
1938-07-01,0.82
1938-08-01,0.82
1938-09-01,0.82
1938-10-01,0.82
1938-11-01,0.82
1938-12-01,0.82
1939-01-01,0.82
1939-02-01,0.82
1939-03-01,0.82
1939-04-01,0.82
1939-05-01,0.82
1939-06-01,0.82
1939-07-01,0.82
1939-08-01,0.82
1939-09-01,0.82
1939-10-01,0.82
1939-11-01,0.82
1939-12-01,0.82
1940-01-01,0.82
1940-02-01,0.82
1940-03-01,0.82
1940-04-01,0.82
1940-05-01,0.82
1940-06-01,0.82
1940-07-01,0.82
1940-08-01,0.82
1940-09-01,0.82
1940-10-01,0.82
1940-11-01,0.82
1940-12-01,0.82
1941-01-01,0.82
1941-02-01,0.82
1941-03-01,0.82
1941-04-01,0.82
1941-05-01,0.82
1941-06-01,0.82
1941-07-01,0.82
1941-08-01,0.82
1941-09-01,0.82
1941-10-01,0.82
1941-11-01,0.82
1941-12-01,0.82
1942-01-01,0.82
1942-02-01,0.82
1942-03-01,0.82
1942-04-01,0.82
1942-05-01,0.82
1942-06-01,0.82
1942-07-01,0.82
1942-08-01,0.82
1942-09-01,0.82
1942-10-01,0.82
1942-11-01,0.82
1942-12-01,0.82
1943-01-01,0.82
1943-02-01,0.82
1943-03-01,0.82
1943-04-01,0.82
1943-05-01,0.82
1943-06-01,0.82
1943-07-01,0.82
1943-08-01,0.82
1943-09-01,0.82
1943-10-01,0.82
1943-11-01,0.82
1943-12-01,0.82
