DATE,VALUE
1990-09-01,111.8
1990-10-01,111.7
1990-11-01,111.6
1990-12-01,111.7
1991-01-01,112.4
1991-02-01,112.7
1991-03-01,111.0
1991-04-01,110.9
1991-05-01,110.7
1991-06-01,110.6
1991-07-01,109.5
1991-08-01,109.4
1991-09-01,109.8
1991-10-01,107.9
1991-11-01,107.9
1991-12-01,108.4
1992-01-01,108.0
1992-02-01,107.8
1992-03-01,108.2
1992-04-01,107.5
1992-05-01,107.4
1992-06-01,107.3
1992-07-01,107.3
1992-08-01,107.3
1992-09-01,107.4
1992-10-01,108.1
1992-11-01,108.0
1992-12-01,108.0
1993-01-01,107.9
1993-02-01,108.2
1993-03-01,108.2
1993-04-01,109.6
1993-05-01,110.5
1993-06-01,110.4
1993-07-01,111.4
1993-08-01,111.4
1993-09-01,111.6
1993-10-01,112.0
1993-11-01,111.8
1993-12-01,112.4
1994-01-01,113.1
1994-02-01,114.5
1994-03-01,114.0
1994-04-01,115.2
1994-05-01,115.3
1994-06-01,115.5
1994-07-01,116.0
1994-08-01,116.2
1994-09-01,120.2
1994-10-01,120.9
1994-11-01,122.0
1994-12-01,122.1
1995-01-01,123.9
1995-02-01,125.6
1995-03-01,127.4
1995-04-01,127.7
1995-05-01,128.9
1995-06-01,127.3
1995-07-01,128.2
1995-08-01,126.6
1995-09-01,126.9
1995-10-01,127.1
1995-11-01,126.7
1995-12-01,126.6
1996-01-01,126.2
1996-02-01,126.2
1996-03-01,126.5
1996-04-01,126.0
1996-05-01,126.2
1996-06-01,125.5
1996-07-01,126.6
1996-08-01,125.8
1996-09-01,126.0
1996-10-01,127.9
1996-11-01,127.9
1996-12-01,127.7
1997-01-01,130.4
1997-02-01,130.4
1997-03-01,130.8
1997-04-01,131.3
1997-05-01,132.2
1997-06-01,132.3
1997-07-01,132.4
1997-08-01,132.5
1997-09-01,132.8
1997-10-01,133.5
1997-11-01,133.5
1997-12-01,133.6
1998-01-01,132.0
1998-02-01,135.2
1998-03-01,135.2
1998-04-01,134.6
1998-05-01,133.8
1998-06-01,133.6
1998-07-01,133.4
1998-08-01,133.0
1998-09-01,132.7
1998-10-01,132.5
1998-11-01,131.2
1998-12-01,129.6
1999-01-01,127.1
1999-02-01,126.6
1999-03-01,126.2
1999-04-01,126.1
1999-05-01,126.0
1999-06-01,126.4
1999-07-01,126.2
1999-08-01,127.0
1999-09-01,127.5
1999-10-01,127.5
1999-11-01,128.2
1999-12-01,129.2
2000-01-01,130.2
2000-02-01,130.4
2000-03-01,131.5
2000-04-01,132.3
2000-05-01,133.3
2000-06-01,133.5
2000-07-01,133.3
2000-08-01,133.0
2000-09-01,133.6
2000-10-01,134.2
2000-11-01,132.0
2000-12-01,132.0
2001-01-01,131.0
2001-02-01,129.7
2001-03-01,130.7
2001-04-01,130.2
2001-05-01,129.1
2001-06-01,129.9
2001-07-01,128.9
2001-08-01,128.7
2001-09-01,128.5
2001-10-01,127.8
2001-11-01,126.9
2001-12-01,127.1
2002-01-01,126.6
2002-02-01,126.5
2002-03-01,127.5
2002-04-01,131.8
2002-05-01,131.7
2002-06-01,134.5
2002-07-01,135.0
2002-08-01,136.2
2002-09-01,138.0
2002-10-01,139.0
2002-11-01,140.0
2002-12-01,140.5
2003-01-01,142.4
2003-02-01,144.1
2003-03-01,143.3
2003-04-01,143.6
2003-05-01,142.7
2003-06-01,142.5
2003-07-01,143.9
2003-08-01,143.7
2003-09-01,143.8
2003-10-01,145.0
2003-11-01,144.6
2003-12-01,146.1
2004-01-01,151.4
2004-02-01,162.1
2004-03-01,172.6
2004-04-01,195.1
2004-05-01,210.1
2004-06-01,224.0
2004-07-01,231.2
2004-08-01,238.6
2004-09-01,240.0
2004-10-01,242.0
2004-11-01,239.2
2004-12-01,238.6
2005-01-01,237.9
2005-02-01,236.5
2005-03-01,236.8
2005-04-01,233.8
2005-05-01,231.0
2005-06-01,226.2
2005-07-01,222.5
2005-08-01,217.3
2005-09-01,220.1
2005-10-01,224.0
2005-11-01,226.2
2005-12-01,225.7
2006-01-01,227.8
2006-02-01,225.7
2006-03-01,225.9
2006-04-01,228.0
2006-05-01,230.8
2006-06-01,234.5
2006-07-01,237.2
2006-08-01,236.7
2006-09-01,236.2
2006-10-01,241.6
2006-11-01,239.9
2006-12-01,239.2
2007-01-01,238.3
2007-02-01,234.7
2007-03-01,237.0
2007-04-01,238.9
2007-05-01,239.4
2007-06-01,237.8
2007-07-01,237.3
2007-08-01,236.2
2007-09-01,234.3
2007-10-01,234.5
2007-11-01,231.7
2007-12-01,233.9
2008-01-01,239.5
2008-02-01,248.9
2008-03-01,264.7
2008-04-01,282.7
2008-05-01,299.8
2008-06-01,317.4
2008-07-01,323.3
2008-08-01,327.4
2008-09-01,330.1
2008-10-01,331.7
2008-11-01,310.4
2008-12-01,294.3
2009-01-01,265.0
2009-02-01,257.1
2009-03-01,250.7
2009-04-01,234.3
2009-05-01,229.2
2009-06-01,220.7
2009-07-01,222.1
2009-08-01,228.0
2009-09-01,237.8
2009-10-01,240.9
2009-11-01,239.0
2009-12-01,241.0
2010-01-01,247.6
2010-02-01,253.3
2010-03-01,268.2
2010-04-01,275.5
2010-05-01,283.7
2010-06-01,284.3
2010-07-01,284.2
2010-08-01,281.8
2010-09-01,285.8
2010-10-01,284.1
2010-11-01,282.1
2010-12-01,285.2
2011-01-01,294.3
2011-02-01,312.6
2011-03-01,324.7
2011-04-01,332.0
2011-05-01,331.8
2011-06-01,327.1
2011-07-01,323.3
2011-08-01,321.6
2011-09-01,323.3
2011-10-01,323.5
2011-11-01,322.4
2011-12-01,322.2
2012-01-01,325.6
2012-02-01,331.2
2012-03-01,329.0
2012-04-01,329.5
2012-05-01,326.3
2012-06-01,322.9
2012-07-01,315.0
2012-08-01,312.8
2012-09-01,312.7
2012-10-01,309.4
2012-11-01,311.2
2012-12-01,313.6
2013-01-01,307.3
2013-02-01,302.5
2013-03-01,300.2
2013-04-01,299.2
2013-05-01,296.0
2013-06-01,294.4
2013-07-01,296.8
2013-08-01,299.2
2013-09-01,299.9
2013-10-01,298.2
2013-11-01,298.6
2013-12-01,298.3
2014-01-01,299.5
2014-02-01,299.8
2014-03-01,297.3
2014-04-01,297.3
2014-05-01,298.4
2014-06-01,301.8
2014-07-01,297.1
2014-08-01,298.2
2014-09-01,297.7
2014-10-01,298.3
2014-11-01,297.1
2014-12-01,297.0
2015-01-01,295.3
2015-02-01,290.6
2015-03-01,284.0
2015-04-01,274.3
2015-05-01,267.6
2015-06-01,265.2
2015-07-01,265.2
2015-08-01,260.9
2015-09-01,257.9
2015-10-01,252.6
2015-11-01,250.1
2015-12-01,247.6
2016-01-01,248.7
2016-02-01,248.9
2016-03-01,247.4
2016-04-01,250.2
2016-05-01,264.9
2016-06-01,250.3
2016-07-01,266.0
2016-08-01,260.3
2016-09-01,259.3
